codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar,anio,mes
1.01.02.01.13.00.000,Renault Kangoo (espacios verdes),"30.000,00","600,14","600,14","29.399,86","0,00","0,00","600,14",2017,1
1.01.02.01.14.00.000,Renault Kangoo (medio ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.01.15.00.000,Ford F 100 (servicios publicos),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.02.01.16.00.000,otros vehiculos,"90.000,00","4.725,20","4.725,20","85.274,80","0,00","0,00","4.725,20",2017,1
1.01.02.02.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.02.00.000,MOTONIVELADORA MUNICIPAL (2),"70.000,00","180,00","180,00","69.820,00","0,00","0,00","180,00",2017,1
1.01.02.02.03.00.000,CAMION FORD 14000,"50.000,00","4.800,00","4.800,00","45.200,00","0,00","0,00","4.800,00",2017,1
1.01.02.02.04.00.000,FORD RANGER,"80.000,00","755,00","755,00","79.245,00","0,00","0,00","755,00",2017,1
1.01.02.02.05.00.000,FIAT FIORINO (gobierno),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.06.00.000,RENAULT EXPRESS (compras),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","656,50","656,50","29.343,50","0,00","0,00","656,50",2017,1
1.01.02.02.08.00.000,CAMION COMPACTADOR (RECOL. RESIDUOS),"80.000,00","1.140,02","1.140,02","78.859,98","0,00","0,00","1.140,02",2017,1
1.01.02.02.09.00.000,tractor Hanomag,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.11.00.000,RENAULT MASTER,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.12.00.000,CAMION SCANIA (agua),"20.000,00","9.350,00","9.350,00","10.650,00","0,00","0,00","9.350,00",2017,1
1.01.02.02.13.00.000,renault kango (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.14.00.000,Renault kango (mendioa ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.15.00.000,Ford F 100 (servicios publicos),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.02.16.00.000,Adq Repuestos Mar Espacis Verdes,"30.000,00","24.552,00","24.552,00","5.448,00","0,00","0,00","24.552,00",2017,1
1.01.02.02.17.00.000,otros vehiculos,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.02.03.01.00.000,ADMINISTRACION MUNICIPAL,"80.000,00","1.746,04","1.746,04","78.253,96","0,00","0,00","1.746,04",2017,1
1.01.02.03.02.00.000,OFICINA DE FALTAS,"7.000,00","1.323,20","1.323,20","5.676,80","0,00","0,00","1.323,20",2017,1
1.01.02.03.03.00.000,HOGAR DE DIA,"3.000,00","0,00","0,00","3.000,00","0,00","0,00","0,00",2017,1
1.01.02.03.04.00.000,GUARDERIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.03.06.00.000,SALON CULTURAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.03.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.04.01.00.000,ADMINISTRACION MUNICIPAL,"65.000,00","1.463,50","1.463,50","63.536,50","0,00","0,00","1.463,50",2017,1
1.01.02.04.02.00.000,OFICINA DE FALTAS,"5.000,00","519,00","519,00","4.481,00","0,00","0,00","519,00",2017,1
1.01.02.04.03.00.000,HOGAR DE DIA,"8.000,00","0,00","0,00","8.000,00","0,00","0,00","0,00",2017,1
1.01.02.04.04.00.000,GUARDERIA,"8.000,00","0,00","0,00","8.000,00","0,00","0,00","0,00",2017,1
1.01.02.04.06.00.000,SALON CULTURAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.02.04.07.00.000,OTRAS OFICINAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.05.00.00.000,MATERIALES PARA CONSERVACION,"70.000,00","5.835,44","5.835,44","64.164,56","0,00","0,00","5.835,44",2017,1
1.01.02.06.01.00.000,PALA CARGADORA MUNICIPAL,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.02.00.000,MOTONIVELADORA MUNICIPAL (2),"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.03.00.000,CAMION FORD 14000,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.04.00.000,FORD RANGER,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.05.00.000,FIAT FIORINO (gobierno),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.06.00.000,RENAULT EXPRESS Y KANGOO (ESPACIOS VERDES),"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.08.00.000,CAMION COMPACTADOR (RECOLEC. RESIDUOS),"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.09.00.000,tractor Hanomg,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.10.00.000,FORDS F 100 HIDROELEVADOR (ALUMBRADO),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.11.00.000,Renault MasterS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.12.00.000,CAMION SCANIA (AGUA),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.13.00.000,Renaul Kango (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.14.00.000,Reanult Kango (medio ambiente),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.15.00.000,Ford F 100 (SERVICIOS PUBLICOS),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.16.00.000,Cub Vehiculos espacios verdes,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,1
1.01.02.06.17.00.000,otros vehiculos,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.02.07.00.00.000,ADQUISICION DE MATERIALES DE CONSTRUCCION,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.08.00.00.000,ADQUIS. DE MAT. Y PROD. FARMACEUTICOS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.09.00.00.000,RACIMIENTO Y ALIMENTOS,"50.000,00","1.160,00","1.160,00","48.840,00","0,00","0,00","1.160,00",2017,1
1.01.02.10.01.00.000,DIARIOS Y REVISTAS DEL MUNICIPIO,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.02.10.02.00.000,PRODUCTOS DE FORRAJERIA,"3.000,00","460,00","460,00","2.540,00","0,00","0,00","460,00",2017,1
1.01.02.10.03.00.000,"INSUMOS DE MAQUINARIAS (PILAS, TANZAS, ETC)","30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.02.10.04.00.000,BIDONES DE AGUA,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.02.10.05.00.000,OTROS DE CONSUMO,"25.000,00","3.840,00","3.840,00","21.160,00","0,00","0,00","3.840,00",2017,1
1.01.02.11.00.00.000,DEUDAS DE BIENES DE CONSUMO EJERC. ANTERIOR.,"800.000,00","509.193,87","509.193,87","290.806,13","132.187,88","132.187,88","377.005,99",2017,1
1.01.02.12.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"2500.000,00","0,00","0,00","2500.000,00","0,00","0,00","0,00",2017,1
1.01.02.15.01.00.000,PERSONAL DE MAESTRANZA,"350.000,00","1.594,90","1.594,90","348.405,10","0,00","0,00","1.594,90",2017,1
1.01.02.15.02.00.000,AUXILIAR DE LIMPIEZA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.15.03.00.000,PERSONAL DE GUARDERIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.15.04.00.000,PERSONAL HOGAR DE DIA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.02.15.06.00.000,PERSONAL DE SEGURIDAD CIUDADANA,"130.000,00","6.745,60","6.745,60","123.254,40","0,00","0,00","6.745,60",2017,1
1.01.02.15.07.00.000,PERSONAL DEFENSA CIVIL,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,1
1.01.02.15.08.00.000,Personal Espacios Verdes,"15.000,00","4.633,13","4.633,13","10.366,87","0,00","0,00","4.633,13",2017,1
1.01.02.15.09.00.000,PERSONAL ADMINISTRACION MUNICIPAL,"70.000,00","0,00","0,00","70.000,00","0,00","0,00","0,00",2017,1
1.01.02.17.01.00.000,COMBUSTIBLES Y LUBRICANTES,"270.000,00","13.043,66","13.043,66","256.956,34","0,00","0,00","13.043,66",2017,1
1.01.02.17.02.00.000,ADQUISICION DE REPUESTOS,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00",2017,1
1.01.02.17.03.00.000,CAMARAS Y CUBIERTAS,"35.000,00","0,00","0,00","35.000,00","0,00","0,00","0,00",2017,1
1.01.02.17.04.00.000,ELEMENTOS DE CAFETERIA Y LIMPIEZA,"45.000,00","2.856,50","2.856,50","42.143,50","0,00","0,00","2.856,50",2017,1
1.01.02.17.05.00.000,"UTILES, IMPRESOS, DIGITALIZACIONES Y PAPELERI","45.000,00","0,00","0,00","45.000,00","0,00","0,00","0,00",2017,1
1.01.02.17.06.00.000,INSUMOS DE SEGURIDAD VIAL,"40.000,00","35,00","35,00","39.965,00","0,00","0,00","35,00",2017,1
1.01.02.17.07.00.000,VARIOS DE SEGURIDAD CIUDADANA,"30.000,00","365,00","365,00","29.635,00","0,00","0,00","365,00",2017,1
1.01.02.18.01.00.000,ALIMENTOS,"145.000,00","0,00","0,00","145.000,00","0,00","0,00","0,00",2017,1
1.01.02.19.01.00.000,ALIMENTOS,"280.000,00","0,00","0,00","280.000,00","0,00","0,00","0,00",2017,1
1.01.02.20.00.00.000,CONSUMO AREA DE AMBIENTE,"30.000,00","421,00","421,00","29.579,00","0,00","0,00","421,00",2017,1
1.01.03.00.00.00.000,SERVICIOS,"20166.000,00","2394.883,57","2394.883,57","17771.116,43","327.009,33","327.009,33","2067.874,24",2017,1
1.01.03.01.01.00.000,EDIFICIO MUNICIPAL,"43.000,00","0,00","0,00","43.000,00","0,00","0,00","0,00",2017,1
1.01.03.01.02.00.000,SEGURIDAD CIUDADANA,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00",2017,1
1.01.03.01.04.00.000,GUARDERIA MUNICIPAL,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.03.01.05.00.000,SALON CULTURAL,"7.000,00","0,00","0,00","7.000,00","0,00","0,00","0,00",2017,1
1.01.03.01.07.00.000,OFICINA DE FALTAS,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.01.03.02.01.00.000,GASTOS DE PEAJE,"10.000,00","470,00","470,00","9.530,00","0,00","0,00","470,00",2017,1
1.01.03.02.02.00.000,PAGO DE CUIS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.03.02.03.00.000,ESTACIONAMIENTO Y REMISES,"37.000,00","2.124,30","2.124,30","34.875,70","0,00","0,00","2.124,30",2017,1
1.01.03.02.04.00.000,FLETES Y TRASLADOS,"36.000,00","0,00","0,00","36.000,00","0,00","0,00","0,00",2017,1
1.01.03.02.05.00.000,VARIOS,"29.000,00","0,00","0,00","29.000,00","0,00","0,00","0,00",2017,1
1.01.03.03.01.00.000,EDIFICIO MUNICIPAL,"750.000,00","4.496,00","4.496,00","745.504,00","0,00","0,00","4.496,00",2017,1
1.01.03.03.02.00.000,SEGURIDAD CIUDADANA,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,1
1.01.03.03.04.00.000,GUARDERIA MUNICIPAL,"8.000,00","0,00","0,00","8.000,00","0,00","0,00","0,00",2017,1
1.01.03.03.05.00.000,SALON CULTURAL,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.03.03.07.00.000,OFICINA DE FALTAS,"145.000,00","0,00","0,00","145.000,00","0,00","0,00","0,00",2017,1
1.01.03.04.00.00.000,PUBLICACIONES Y PROPAGANDA,"815.000,00","41.182,00","41.182,00","773.818,00","0,00","0,00","41.182,00",2017,1
1.01.03.05.01.00.000,SEGUROS VEHICULOS MAQ. Y ED. MUNICIPALES,"400.000,00","31.813,00","31.813,00","368.187,00","0,00","0,00","31.813,00",2017,1
1.01.03.05.02.00.000,DEBITOS BANCARIOS Y COMISIONES,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,1
1.01.03.05.03.00.000,COMISIONES Y TIMBRADOS,"500.000,00","31.461,20","31.461,20","468.538,80","5.390,00","5.390,00","26.071,20",2017,1
1.01.03.06.01.00.000,ALQUILERES DE MAQUINARIAS VIALES,"600.000,00","92.920,00","92.920,00","507.080,00","0,00","0,00","92.920,00",2017,1
1.01.03.06.02.00.000,ALQUILER DE CAMIONES,"1450.000,00","73.825,00","73.825,00","1376.175,00","0,00","0,00","73.825,00",2017,1
1.01.03.06.03.00.000,ALQUILER INM. CORREA ARGENTINO,"40.000,00","6.000,00","6.000,00","34.000,00","0,00","0,00","6.000,00",2017,1
1.01.03.06.04.00.000,ALQUILER DE INM muca,"40.000,00","4.206,00","4.206,00","35.794,00","0,00","0,00","4.206,00",2017,1
1.01.03.06.05.00.000,ALQUILER DE predio deposito de ramas,"500.000,00","0,00","0,00","500.000,00","0,00","0,00","0,00",2017,1
1.01.03.06.06.00.000,ALQUILER DE IMPLEMENTO PARA EVENTOS,"78.000,00","0,00","0,00","78.000,00","0,00","0,00","0,00",2017,1
1.01.03.06.07.00.000,OTROS ALQUILERES,"231.000,00","20.825,00","20.825,00","210.175,00","0,00","0,00","20.825,00",2017,1
1.01.03.07.01.00.000,Gastos judiciales - MUltas,"150.000,00","0,00","0,00","150.000,00","0,00","0,00","0,00",2017,1
1.01.03.07.02.00.000,honorarios procuracion,"700.000,00","0,00","0,00","700.000,00","0,00","0,00","0,00",2017,1
1.01.03.08.00.00.000,VIATICOS Y MOVILIDAD,"120.000,00","0,00","0,00","120.000,00","0,00","0,00","0,00",2017,1
1.01.03.09.00.00.000,"ESTUDIO,INVESTIGACION Y ASIST. TECNICA","190.000,00","0,00","0,00","190.000,00","0,00","0,00","0,00",2017,1
1.01.03.10.01.00.000,IMPRESION DE CEDULONES Y FORMULARIOS VARIOS,"250.000,00","29.450,00","29.450,00","220.550,00","0,00","0,00","29.450,00",2017,1
1.01.03.10.02.00.000,INSUMOS DE LICENCIAS,"200.000,00","25.984,00","25.984,00","174.016,00","0,00","0,00","25.984,00",2017,1
1.01.03.10.03.00.000,IMPRESION DE CERTIFICADOS DE TALLERES,"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,1
1.01.03.10.04.00.000,PASACALLES Y CARTELES,"60.000,00","3.600,00","3.600,00","56.400,00","0,00","0,00","3.600,00",2017,1
1.01.03.10.05.00.000,IMPRESIONES VARIAS,"30.000,00","1.878,00","1.878,00","28.122,00","0,00","0,00","1.878,00",2017,1
1.01.03.11.01.00.000,PALA CARGADORA MUNICIPAL,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.02.00.000,MOTONIVELADORA MUNICIPAL (2),"85.000,00","0,00","0,00","85.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.03.00.000,CAMION FORD 14000,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.04.00.000,FORD RANGER,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.05.00.000,FIAT FIORINO (GOBIERNO),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.06.00.000,RENAULT EXPRESS (COMPRAS),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.08.00.000,CAMION COMPACTADOR (RECOLCT. DE RESIDUOS),"80.000,00","0,00","0,00","80.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.09.00.000,TRACTOR HANOMAG0,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.10.00.000,FORD F100 HIDROELEVADOR (ALUMBRADO),"60.000,00","24.538,58","24.538,58","35.461,42","21.538,58","21.538,58","3.000,00",2017,1
1.01.03.11.11.00.000,RENAULT MASTER,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.12.00.000,CAMION SCANIA (AGUA),"50.000,00","5.960,00","5.960,00","44.040,00","0,00","0,00","5.960,00",2017,1
1.01.03.11.13.00.000,RENAULT KANGO (espacios verdes),"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.14.00.000,Renaulet Kango (medio ambente),"15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.15.00.000,Ford F 100 (servicios publicos),"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.03.11.16.00.000,Reparacion Maq (espacios verdes),"15.000,00","1.580,00","1.580,00","13.420,00","0,00","0,00","1.580,00",2017,1
1.01.03.11.17.00.000,otros vehiculos,"50.000,00","1.350,00","1.350,00","48.650,00","0,00","0,00","1.350,00",2017,1
1.01.03.12.01.00.000,SERV. RECOLECC. Y TRASLADOS DE RESIDUOS,"2400.000,00","0,00","0,00","2400.000,00","0,00","0,00","0,00",2017,1
1.01.03.12.02.00.000,SERVICIOS PUBLICOS VARIOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,1
1.01.03.13.00.00.000,ALUMBRADO PUBLICO,"220.000,00","100.914,00","100.914,00","119.086,00","0,00","0,00","100.914,00",2017,1
1.01.03.14.00.00.000,"PREMIOS, ADHESIONES Y OTROS SIMILARES","15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",2017,1
1.01.03.15.00.00.000,HOMENAJES Y CORTESIAS,"180.000,00","4.800,00","4.800,00","175.200,00","0,00","0,00","4.800,00",2017,1
1.01.03.16.00.00.000,OTROS SERVICIOS,"800.000,00","66.377,25","66.377,25","733.622,75","0,00","0,00","66.377,25",2017,1
1.01.03.17.00.00.000,DEUDAS POR SERVICIOS EJERCICIOS ANTERIORES,"3500.000,00","1808.456,24","1808.456,24","1691.543,76","293.280,75","293.280,75","1515.175,49",2017,1
1.01.03.18.00.00.000,CREDITO ADICIONAL P/ REFUERZO DE PARTIDA,"4000.000,00","0,00","0,00","4000.000,00","0,00","0,00","0,00",2017,1
1.01.03.22.01.00.000,REPARACIONES VEHICULOS SEG. CIUDADANA,"70.000,00","720,00","720,00","69.280,00","0,00","0,00","720,00",2017,1
1.01.03.22.02.00.000,HOMENAJES Y CORTESIAS SEG. CIUDADANIA,"20.000,00","218,00","218,00","19.782,00","0,00","0,00","218,00",2017,1
1.01.03.22.03.00.000,OTROS SERVICIOS SEG. CIUDADANA,"50.000,00","2.845,00","2.845,00","47.155,00","0,00","0,00","2.845,00",2017,1
1.01.03.23.01.00.000,DISTRIBUCION DE AGUA,"140.000,00","0,00","0,00","140.000,00","0,00","0,00","0,00",2017,1
1.01.03.23.02.00.000,RIEGO DE CALLES,"280.000,00","6.800,00","6.800,00","273.200,00","6.800,00","6.800,00","0,00",2017,1
1.01.03.24.00.00.000,OTROS SERVICIOS NO PERSONAL,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,1
1.01.03.25.01.00.000,Reparacion vehiculos efensa civil,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.01.03.25.02.00.000,Serv Personal Def Civil,"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00",2017,1
1.01.03.25.03.00.000,Otros Servicios Defensa Civil,"10.000,00","90,00","90,00","9.910,00","0,00","0,00","90,00",2017,1
1.01.03.26.00.00.000,Servicios Area Ambiente,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.02.00.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","62.205,00","62.205,00","422.795,00","0,00","0,00","62.205,00",2017,1
1.02.04.00.00.00.000,INTERESES Y GASTOS DE LA DEUDA,"485.000,00","62.205,00","62.205,00","422.795,00","0,00","0,00","62.205,00",2017,1
1.02.04.02.00.00.000,CON ORG. PCIALES. BCO. PCIA. DE Y/O macro,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.02.04.04.00.00.000,CON OTROS ORGANISMOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.02.04.05.00.00.000,DIFER. CAMBIO MONEDA EXTRANJERA,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,1
1.02.04.06.00.00.000,CREDITO ADICIONAL P/REFUERZO DE PARTIDA,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.02.04.08.00.00.000,APORTES 1% FONDO PERMANENTE,"400.000,00","62.205,00","62.205,00","337.795,00","0,00","0,00","62.205,00",2017,1
1.03.00.00.00.00.000,TRANSFERENCIAS,"14772.000,00","1675.665,26","1675.665,26","13096.334,74","757.654,16","757.654,16","918.011,10",2017,1
1.03.05.00.00.00.000,TRANSF.P/FINANCIAN EROGAC.CORRIENTES,"14772.000,00","1675.665,26","1675.665,26","13096.334,74","757.654,16","757.654,16","918.011,10",2017,1
1.03.05.01.01.00.000,"0,5% APORTE ENTE DE COOPERACION RECIPROCA","200.000,00","31.102,50","31.102,50","168.897,50","0,00","0,00","31.102,50",2017,1
1.03.05.01.02.00.000,a entes intercomunales,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.03.05.01.04.00.000,OTROS DE SECTOR PUBLICO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.03.05.01.05.00.000,CONSERVACION DE FLORA Y FAUNA,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.03.05.01.07.01.000,FOMMEP,"54.000,00","0,00","0,00","54.000,00","0,00","0,00","0,00",2017,1
1.03.05.01.07.02.000,Otros gastos Policia,"30.000,00","1.800,00","1.800,00","28.200,00","0,00","0,00","1.800,00",2017,1
1.03.05.01.08.00.000,SUBSIDIOS A INSTITUCIONES LOCALES,"70.000,00","10.000,00","10.000,00","60.000,00","0,00","0,00","10.000,00",2017,1
1.03.05.02.01.00.000,Asistencia sectores carenciados,"300.000,00","2.547,24","2.547,24","297.452,76","0,00","0,00","2.547,24",2017,1
1.03.05.02.02.00.000,SERV. FUNEBRE Y COMPRA DE ATAUDES,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,1
1.03.05.02.03.00.000,SUBVENCIONES Y SUBSIDIOS,"440.000,00","66.932,59","66.932,59","373.067,41","0,00","0,00","66.932,59",2017,1
1.03.05.02.03.01.000,SUBSIDIOS VARIOS,"420.000,00","66.932,59","66.932,59","353.067,41","0,00","0,00","66.932,59",2017,1
1.03.05.02.03.01.001,BECAS POR ESTUDIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.03.05.02.03.01.002,OTROS SUBSIDIOS,"300.000,00","56.282,59","56.282,59","243.717,41","0,00","0,00","56.282,59",2017,1
1.03.05.02.03.01.003,AYUDA ECONOMICA,"100.000,00","10.650,00","10.650,00","89.350,00","0,00","0,00","10.650,00",2017,1
1.03.05.02.03.02.000,SUBSIDIOS BOMBEROS VOLUNTARIOS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,1
1.03.05.02.04.00.000,GASTOS DEPORTIVOS Y RECREACION,"1030.000,00","139.505,47","139.505,47","890.494,53","0,00","0,00","139.505,47",2017,1
